_id,jobTitle,companyName,requiredQualification,experience,salary,jobLocation,jobType,contactEmail,jobDescription,jobLocationLat,jobLocationLong,jobdistance
fl3p917e68q9trpp5s,Quality Assurance Engineer,Lotus Group,10,3,142,Birgunj,0,infinity179@company.com,Looking for experienced professional to join our team,27.7368477631,85.0009361901,0.0000164770
gzjpjbz240txs5qefi,Quality Assurance Engineer,Future Corp,5,2,113,Dhangadhi,1,elitecon371@outlook.com,Work with talented professionals,28.6620140879,84.0500490989,0.0000760175
cckciayp2i56dg0mqu,Nurse,Golden Enterprises,8,5,94,Janakpur,3,alphasys337@gmail.com,Looking for experienced professional to join our team,28.2254408458,85.6837928695,0.0000449867
vw1n0gisexiik3wx9e,Operations Manager,Castle Industries,3,5,131,Kathmandu,3,castlein277@company.com,Be part of innovative projects,26.1334682796,84.0418262224,0.0000523553
p6tbr1b56qhvxflwm5,Architect,Digital Dynamics,6,1,8,Dharan,2,royalind481@yahoo.com,Challenging role with great perks,26.3203161441,84.1165717037,0.0000233945
awy9o852i4pfooudb0,Assistant Manager,Apex Trading,6,10,67,Birgunj,0,acesolut67@yahoo.com,Challenging role with great perks,26.9606946171,83.7466994445,0.0000298809
yjq295xcw4588ibpye,Consultant,Mandala Corporation,3,7,69,Dhangadhi,2,digitald247@gmail.com,Join our fast-growing company,27.9819951614,80.3274936052,0.0000401228
03j8t3rav9suig42hw,Database Administrator,Mandala Corporation,8,15,45,Pokhara,0,apextrad544@yahoo.com,Work with cutting-edge technology,26.2683095895,81.1172869934,0.0000619170
ksisb917woud7ec22w,Financial Analyst,Wisdom Technologies,4,5,71,Lalitpur,1,zenithgr721@yahoo.com,Kursi ma basne paisa kamaunsfi,26.5692026648,82.0354482281,0.0000691232
09x24rbld9tqtqnls2,Training Coordinator,Golden Enterprises,1,4,40,Birgunj,0,crownind147@yahoo.com,Excellent opportunity for career growth,26.3765125877,80.3194404657,0.0000734219
t26kr5w7tyun6zpwe3,Project Manager,Metro Trading,1,1,82,Butwal,0,infinity792@company.com,Work with talented professionals,27.0530655281,80.4501723486,0.0000669599
3bbvh83ni6m7h5ldet,Receptionist,Bridge Consulting,8,5,58,Butwal,0,emeralds911@outlook.com,Kursi ma basne paisa kamaunsfi,27.9046193936,87.67969321,0.0000822079
utuwwsxmsxbjsu1b69,HR Manager,Global Industries,10,6,148,Birgunj,3,karmaind438@outlook.com,Work with cutting-edge technology,26.0588982924,81.0240081785,0.0000237132
i4aw15212nvbg5bxvg,Project Manager,Vertex Corporation,10,5,36,Nepalgunj,1,acesolut80@yahoo.com,Dynamic work environment with competitive benefits,27.0055691676,83.1114035055,0.0000577240
gkqg3bg3g04u56rl6c,Digital Marketing Specialist,Titan Corp,2,1,129,Itahari,1,jupiters770@gmail.com,Work with cutting-edge technology,28.0764654852,87.0300452787,0.0000989025
4novtuvg0v7tefn47r,Project Manager,Future Corp,8,8,7,Janakpur,2,omegagro457@outlook.com,Dynamic work environment with competitive benefits,28.361473794,83.1761582543,0.0000347776
69oo6pmml2hjzf36jb,Assistant Manager,Quantum Systems,8,3,93,Lalitpur,2,crownind139@company.com,Be part of innovative projects,28.9403354633,85.4032077404,0.0000463614
39r0jew435moj6yspg,Network Engineer,Oracle Solutions,2,1,38,Bharatpur,1,metrotra312@yahoo.com,Work with talented professionals,27.7567808397,84.8558373158,0.0000568437
a33932ig61uscr6kpl,Electrical Engineer,Bridge Consulting,9,4,24,Itahari,0,bridgeco797@outlook.com,Excellent opportunity for career growth,26.2061818984,87.3907684557,0.0000670367
qwh1c663h62gefu72y,Content Writer,Alpha Systems,4,5,21,Tulsipur,1,lotusgro13@yahoo.com,Challenging role with great perks,28.372316361,80.0749210255,0.0000264487
9qo4tybrmoqcymjgp9,Web Developer,Jupiter Systems,2,13,105,Pokhara,3,crownind763@yahoo.com,Join our fast-growing company,27.0951473902,81.1356679847,0.0000409440
llyk58wmntk187amy5,Product Manager,Noble Ventures,7,15,106,Tulsipur,2,diamondc254@yahoo.com,Challenging role with great perks,27.2367338773,80.6864777384,0.0000626354
i1r8d9e18tmhu98hpp,Consultant,Tech Solutions Pvt Ltd,3,8,5,Bhaktapur,0,bridgeco247@yahoo.com,Excellent opportunity for career growth,27.3775722029,87.6545077603,0.0000023160
vevsfe729yy1b7mwe5,Chief Financial Officer,ABC Enterprises,10,3,10,Hetauda,0,omegagro421@company.com,Join our fast-growing company,27.7624844327,85.0686981156,0.0000638993
un1mmdgefsf99ti5xe,Training Coordinator,Tech Solutions Pvt Ltd,2,14,132,Dharan,0,horizonv939@company.com,Work with talented professionals,28.7554880263,83.3285033839,0.0000444396
4a5ti7hh99ue4tvhk1,Pharmacist,Global Industries,6,5,10,Lalitpur,0,quantums699@outlook.com,Kursi ma basne paisa kamaunsfi,27.7142713105,82.9124934628,0.0000864999
wug556xfp026pfmp21,Marketing Manager,Crown Industries,6,0,14,Dharan,0,horizonv293@outlook.com,Excellent opportunity for career growth,27.6911303834,86.7759910421,0.0000885597
j3b743kfl6ux4cpdjn,Web Developer,Apex Trading,2,13,83,Biratnagar,2,karmaind99@gmail.com,Kursi ma basne paisa kamaunsfi,27.3109374237,85.3229514635,0.0000283590
spidmu7fyql9zugvdv,Network Engineer,Jupiter Systems,1,7,22,Hetauda,2,castlein101@gmail.com,Join our fast-growing company,28.8715289843,85.1312489108,0.0000633410
d5dzuaehe6wg4go47h,Operations Manager,Phoenix Ltd,7,6,15,Janakpur,0,betatech686@gmail.com,Join our fast-growing company,26.5391444268,80.6002508366,0.0000525135
bj8rbzhrw8597yc394,Lecturer,Quest Technologies,2,13,58,Hetauda,2,alphasys473@outlook.com,Challenging role with great perks,27.5451500041,80.908516976,0.0000729930
b6gaq0vv8me8n42818,Civil Engineer,Vertex Corporation,4,4,146,Birgunj,1,mandalac686@outlook.com,Work with cutting-edge technology,28.0537290621,86.8573139266,0.0000258401
ozqoyzt1bxiliq70p7,Assistant Manager,Apex Trading,9,12,10,Itahari,3,digitald185@gmail.com,Join our fast-growing company,26.310575663,82.6223748815,0.0000607472
cw86aq3nuauxckz7yu,Social Media Manager,Titan Corp,7,5,32,Birgunj,1,omegagro491@outlook.com,Looking for experienced professional to join our team,26.261522547,86.6045459457,0.0000263445
vh3q861zjhxetbwkpe,Office Assistant,Silver Solutions,2,8,135,Butwal,3,acesolut136@yahoo.com,Be part of innovative projects,26.7796069764,81.5922443388,0.0000581918
qgyrlf6xvvb78z3x8q,Training Coordinator,Oracle Solutions,10,10,62,Dharan,2,mandalac905@gmail.com,Work with talented professionals,27.0433769378,87.569167369,0.0000141553
81psnj4pk793jdr6l3,Receptionist,Diamond Corp,5,5,21,Dhangadhi,2,karmaind82@yahoo.com,Challenging role with great perks,26.7975063825,85.2611791842,0.0000845468
mhf86wm254q32heqh4,Chief Financial Officer,Apex Trading,2,2,137,Pokhara,2,jupiters649@gmail.com,Kursi ma basne paisa kamaunsfi,27.1232577204,87.410087028,0.0000775922
f6p2yiynvin0iqm63b,Business Analyst,Quest Technologies,6,8,102,Hetauda,3,digitald346@yahoo.com,Kursi ma basne paisa kamaunsfi,28.5049504059,84.5457024665,0.0000933510
01t3bou2wpcq9nsu1c,HR Manager,Apex Trading,2,5,148,Butwal,3,castlein125@gmail.com,Dynamic work environment with competitive benefits,27.8877327482,86.3069920837,0.0000080676
161gbzsnqwsbss5u41,UI/UX Designer,Nexus Solutions,10,13,145,Kathmandu,1,karmaind623@company.com,Challenging role with great perks,28.44639927,85.5287263434,0.0000172366
415kxo7zzgm4p1z0ma,Research Analyst,Silver Solutions,3,2,104,Itahari,2,innovati154@yahoo.com,Be part of innovative projects,27.4643591199,85.3193397418,0.0000336429
o4mv7jm8btc0lcfs2f,Marketing Manager,Bridge Consulting,2,12,95,Biratnagar,3,elitecon615@gmail.com,Kursi ma basne paisa kamaunsfi,28.9987655464,86.668976294,0.0000903733
ychdjqbre58gazrtc7,Operations Manager,Tech Solutions Pvt Ltd,6,14,32,Dharan,3,apextrad949@company.com,Opportunity to make an impact,26.7048140294,83.5993792139,0.0000832304
3i83y4v131s875uty1,Web Developer,Crown Industries,7,4,15,Janakpur,2,techsolu480@yahoo.com,Challenging role with great perks,27.0939202238,83.5332383069,0.0000548261
wu9i2g6t5grd9wh32y,Office Assistant,ABC Enterprises,7,1,132,Dhangadhi,3,innovati659@gmail.com,Join our fast-growing company,27.0752039227,81.3402109044,0.0000698784
usp0fq791puo0qzc0p,Consultant,Golden Enterprises,9,9,43,Itahari,2,vertexco318@company.com,Kursi ma basne paisa kamaunsfi,26.7871784356,85.8040078,0.0000820509
bvym9x1e3f4fyx149m,UI/UX Designer,Omega Group,1,8,95,Hetauda,3,titancor170@gmail.com,Work with cutting-edge technology,27.7468434556,82.460330999,0.0000629597
zfjmakre3l7eexa6sm,Financial Analyst,Mandala Corporation,2,11,14,Bhaktapur,1,crownind599@outlook.com,Work with cutting-edge technology,26.9695633051,82.9665562833,0.0000697660
a0gmalk031p23pk96u,Architect,Tech Solutions Pvt Ltd,1,14,47,Dhangadhi,3,vertexco354@outlook.com,Challenging role with great perks,28.1971884968,80.0286302907,0.0000656768
luux1gf4n24k7a2uwc,Training Coordinator,Emerald Solutions,5,8,47,Butwal,0,elitecon943@outlook.com,Work with cutting-edge technology,27.6562043156,82.0948137284,0.0000717652
vpks7xe4fbkktwncyo,Data Analyst,Golden Enterprises,8,6,71,Nepalgunj,0,primeser290@yahoo.com,Looking for experienced professional to join our team,26.044354787,82.816513949,0.0000782118
xuwicmmcuzaf5aihcz,Project Manager,Metro Trading,5,8,10,Tulsipur,1,visionen219@outlook.com,Challenging role with great perks,27.9723704896,83.0880607369,0.0000209926
8gt68t9qc03vpwnao4,Admin Officer,Elite Consultancy,1,10,131,Butwal,0,summiten509@yahoo.com,Dynamic work environment with competitive benefits,26.9678857978,80.7425646214,0.0000741988
xc5gzaass3yh3ogwuj,Accountant,Quest Technologies,6,10,33,Hetauda,1,metrotra434@yahoo.com,Dynamic work environment with competitive benefits,27.291628361,87.2584974484,0.0000788977
pc4sc6opysw1kwewo5,Consultant,Bridge Consulting,2,6,77,Lalitpur,0,globalin401@company.com,Join our fast-growing company,28.2705673353,82.27637316,0.0000706443
lytdlej86hzm2sgri9,Consultant,Pacific Enterprises,10,2,93,Itahari,0,summiten93@outlook.com,Looking for experienced professional to join our team,27.7599816302,81.138043906,0.0000681092
vllooidpyyil6tyix3,Chief Technology Officer,Digital Dynamics,9,6,59,Lalitpur,1,lotusgro622@company.com,Work with cutting-edge technology,27.1308872278,84.6040023477,0.0000185392
em2xpa3d6if510x849,Operations Manager,Metro Trading,7,0,29,Biratnagar,3,metrotra480@outlook.com,Looking for experienced professional to join our team,27.2359401242,84.9802702419,0.0000712824
hb72lnif7m9v4r7d1l,Marketing Manager,Diamond Corp,4,15,134,Kathmandu,3,acesolut569@gmail.com,Be part of innovative projects,28.7609001989,86.7855801738,0.0000665901
mv84zw1nfxy0fkmyof,Chief Technology Officer,Stellar Group,1,9,52,Birgunj,2,globalin46@company.com,Challenging role with great perks,26.7343865751,86.430518409,0.0000991775
nhit374o3crxzxai89,Legal Advisor,Alpha Systems,9,13,144,Janakpur,3,omegagro623@outlook.com,Work with cutting-edge technology,27.5707540742,87.61862044,0.0000931158
2rl7cklc8ifu9xd6ei,Sales Executive,Silver Solutions,6,3,100,Butwal,2,metrotra544@yahoo.com,Excellent opportunity for career growth,28.1823046266,82.3489514572,0.0000990728
0b84sth3r17j1qqf4x,Web Developer,Ace Solutions,4,11,70,Itahari,3,zenithgr259@gmail.com,Opportunity to make an impact,27.3042426052,84.8024444991,0.0000206042
mn91m9owq06vmvt1t3,Senior Manager,Nexus Solutions,10,2,10,Dharan,2,oracleso690@gmail.com,Looking for experienced professional to join our team,27.7266873308,84.1549183822,0.0000930848
soqpa8olhtwfcqcrpe,Business Analyst,Karma Industries,6,10,93,Bhaktapur,0,infinity502@outlook.com,Work with talented professionals,28.6127702297,83.4554351527,0.0000932888
8wzwl5bzazqolyji85,Business Analyst,Castle Industries,5,0,10,Dhangadhi,3,skylinei852@gmail.com,Dynamic work environment with competitive benefits,28.9644267098,81.0775224623,0.0000242676
4pjzs3tmpr7zx2p6i5,Principal,Quest Technologies,1,14,38,Bharatpur,3,summiten446@company.com,Excellent opportunity for career growth,27.530160126,80.4043776527,0.0000710540
yswbmp0isnpjpx3aqp,Admin Officer,Noble Ventures,6,15,81,Hetauda,0,lotusgro756@gmail.com,Dynamic work environment with competitive benefits,28.4520315369,80.4315822498,0.0000786958
4xvi3w3uznc6fah9ic,Training Coordinator,Vertex Corporation,9,2,27,Dhangadhi,0,quantums413@yahoo.com,Opportunity to make an impact,28.2765365183,83.0790571324,0.0000187210
toa0y0dksvs4vg5k04,Data Analyst,Omega Group,5,2,85,Nepalgunj,3,globalin519@yahoo.com,Join our fast-growing company,28.3207606111,80.87325091,0.0000347611
juxquy5mbjy2uets2x,Architect,Vision Enterprises,5,7,83,Butwal,1,summiten795@company.com,Join our fast-growing company,27.4777053476,87.0183875799,0.0000645164
e3u66x2wpyj4we824f,Research Analyst,Diamond Corp,1,7,22,Lalitpur,2,bridgeco786@gmail.com,Be part of innovative projects,28.9247624261,86.2311387711,0.0000642810
vavfitw3gc1bku5gze,Marketing Manager,Alpha Systems,8,0,66,Bhaktapur,2,questtec651@outlook.com,Excellent opportunity for career growth,28.4421752228,85.8435323768,0.0000684781
6l6lcbgnc7xylar2th,Lab Technician,Ace Solutions,6,11,25,Bharatpur,3,titancor833@outlook.com,Excellent opportunity for career growth,27.5103005506,84.7288710804,0.0000924623
i30qite679hnvus3no,Research Analyst,Vision Enterprises,10,4,149,Hetauda,2,emeralds622@yahoo.com,Work with talented professionals,28.7079254051,87.4452084518,0.0000090517
e5td5vkorv7pylfz86,Research Analyst,Jupiter Systems,1,3,138,Butwal,0,digitald66@outlook.com,Challenging role with great perks,26.07999908,85.0975361976,0.0000991482
efv3nkndvy0im8ro3l,Operations Manager,Mandala Corporation,6,9,129,Dharan,2,emeralds381@gmail.com,Excellent opportunity for career growth,27.8602241275,81.9487127027,0.0000915054
b488o8sj02sugbvxzs,Architect,Vertex Corporation,7,4,93,Lalitpur,1,primeser582@outlook.com,Opportunity to make an impact,28.1270315929,86.1965232855,0.0000407694
zairxicbg56rjtcsnc,Business Analyst,Skyline Industries,3,0,13,Birgunj,3,bridgeco200@company.com,Looking for experienced professional to join our team,28.7481618398,86.4225791072,0.0000685623
hyzblr00fab10raqtc,Nurse,Ace Solutions,3,8,72,Itahari,3,metrotra975@company.com,Challenging role with great perks,26.5293649704,81.1699847592,0.0000102741
xvwhos3w9u0agzu275,Chief Technology Officer,Tech Solutions Pvt Ltd,9,10,68,Nepalgunj,1,mandalac736@gmail.com,Excellent opportunity for career growth,28.4087957406,85.0344023352,0.0000820257
p03qvkw56grpblomka,Electrical Engineer,Crown Industries,6,9,51,Butwal,1,karmaind894@company.com,Challenging role with great perks,27.2684545431,80.155162554,0.0000956245
ytxjz0q7rxb9sfrvqr,Social Media Manager,Pacific Enterprises,1,4,66,Nepalgunj,2,digitald227@company.com,Looking for experienced professional to join our team,27.8093143706,81.9714425224,0.0000719824
78vrmk61dncwazq7s9,Social Media Manager,Tech Solutions Pvt Ltd,8,10,42,Nepalgunj,2,emeralds233@yahoo.com,Work with talented professionals,28.7776241955,85.5444287221,0.0000170693
22s4ery5yae07a8689,Lab Technician,Stellar Group,1,4,103,Kathmandu,0,futureco772@outlook.com,Looking for experienced professional to join our team,26.6943512363,85.6674725026,0.0000340310
vkwr817516ie5ovx9v,Web Developer,Summit Enterprises,10,3,59,Dharan,1,omegagro948@yahoo.com,Work with talented professionals,28.0070858483,84.5932239842,0.0000005810
65bwim7roiiwypj8vb,Civil Engineer,Tech Solutions Pvt Ltd,5,9,99,Dhangadhi,2,infinity514@company.com,Dynamic work environment with competitive benefits,26.684046217,87.139334556,0.0000967991
ig537jorkexqlaahx0,Marketing Manager,Titan Corp,5,0,96,Tulsipur,0,stellarg448@outlook.com,Opportunity to make an impact,26.6077814979,85.1033329888,0.0000264627
25rvijvvig05du1egs,Database Administrator,ABC Enterprises,2,15,46,Dhangadhi,3,royalind193@outlook.com,Opportunity to make an impact,26.307383554,81.6104139469,0.0000709606
48wb8h551r6a83dd5h,Legal Advisor,Infinity Tech,3,1,107,Lalitpur,3,globalin538@gmail.com,Dynamic work environment with competitive benefits,28.9936065617,82.6698790784,0.0000045497
s3rif7rdthh4bomvkv,Operations Manager,Vertex Corporation,2,9,139,Pokhara,1,phoenixl930@company.com,Dynamic work environment with competitive benefits,27.2368435039,86.6241318625,0.0000718956
xzb5ey2z5477xykenx,Receptionist,Emerald Solutions,8,12,5,Tulsipur,2,infinity687@company.com,Work with talented professionals,28.6172168794,83.7854869858,0.0000944835
gihn6plj7l99lj27ao,Lab Technician,Innovation Hub,8,13,18,Lalitpur,0,goldenen185@yahoo.com,Opportunity to make an impact,26.0598834363,83.6313910604,0.0000281746
aid4rrvvgecem0hlz3,Content Writer,Elite Consultancy,10,12,133,Pokhara,1,acesolut305@gmail.com,Opportunity to make an impact,26.6558049453,87.8472352211,0.0000404452
p3j8a6929cwmjrv9qn,Principal,Apex Trading,7,2,51,Dharan,0,pacifice880@gmail.com,Work with talented professionals,27.5097121011,87.8916731891,0.0000926488
4wsltphb3rtxnthy1v,Digital Marketing Specialist,Royal Industries,1,6,70,Hetauda,1,digitald541@yahoo.com,Work with talented professionals,27.3744823089,85.2806875937,0.0000457542
74752m0gzp09igyh5l,Mechanical Engineer,Global Industries,9,4,71,Bhaktapur,2,infinity565@company.com,Be part of innovative projects,28.8382850989,81.1923672,0.0000924628
8rcgi7920nwp9pnmlm,Mechanical Engineer,Diamond Corp,1,1,104,Dharan,2,globalin169@gmail.com,Join our fast-growing company,27.2714980053,84.6265059277,0.0000020470
04jd279zspc3wuysct,Software Engineer,Apex Trading,2,13,95,Dhangadhi,2,digitald922@company.com,Work with cutting-edge technology,27.7069789463,85.5828620491,0.0000419131
5azfra2ltwe979wkvb,Consultant,Metro Trading,5,12,123,Bharatpur,2,acesolut955@yahoo.com,Challenging role with great perks,28.109825282,83.0742382778,0.0000717272
zq1a4e2bkd59kfz2kd,Training Coordinator,Silver Solutions,9,4,131,Janakpur,1,castlein731@gmail.com,Opportunity to make an impact,27.441750103,87.3331872451,0.0000924782
gescfdomjm933k982y,Financial Analyst,Crown Industries,5,3,127,Nepalgunj,1,apextrad667@company.com,Opportunity to make an impact,26.3763165102,80.8997171526,0.0000626887
db38joqp3gc74gi119,Lab Technician,Unity Systems,10,1,109,Butwal,2,betatech22@gmail.com,Opportunity to make an impact,26.255500566,83.741893541,0.0000607308
4c8qw8zurw7snuperw,Assistant Manager,Omega Group,6,1,99,Kathmandu,2,titancor748@outlook.com,Join our fast-growing company,28.4602944014,82.032938852,0.0000587225
uqtn72e24buclsywnz,Training Coordinator,Silver Solutions,3,5,118,Dharan,3,silverso932@gmail.com,Opportunity to make an impact,26.6247358863,83.6573789943,0.0000358082
ghtd5vig4iaq8qdrpg,Software Engineer,Castle Industries,7,9,137,Kathmandu,2,visionen349@company.com,Join our fast-growing company,26.2610718243,85.7290267741,0.0000519030
up0frpn69bhji3s8kw,Mechanical Engineer,Vision Enterprises,5,9,8,Janakpur,2,oracleso928@gmail.com,Kursi ma basne paisa kamaunsfi,28.9598787743,84.6014041129,0.0000685621
wf5hao91w2rgf5lfzz,Project Manager,Nexus Solutions,7,1,146,Biratnagar,1,zenithgr368@company.com,Dynamic work environment with competitive benefits,28.6210841363,80.6994825306,0.0000364018
9jl3q297m7fvqx1ttn,Receptionist,Ace Solutions,5,15,54,Janakpur,3,quantums992@outlook.com,Opportunity to make an impact,28.8196478213,86.3712305068,0.0000735241
twu1mp3kjm4vg0yxu7,Content Writer,Golden Enterprises,9,15,44,Janakpur,3,skylinei884@gmail.com,Opportunity to make an impact,27.4442816662,82.8664394498,0.0000880707
ji4oog612d4qyq6qag,Medical Representative,Horizon Ventures,1,13,115,Hetauda,0,stellarg39@outlook.com,Dynamic work environment with competitive benefits,28.6445918968,85.3759047242,0.0000450349
mrcgjhtrth1kwm7bzy,Marketing Manager,Digital Dynamics,7,12,45,Lalitpur,1,titancor890@outlook.com,Kursi ma basne paisa kamaunsfi,28.1924591507,83.8964884121,0.0000697400
6r27qskefkn2ezuox7,Principal,Emerald Solutions,9,2,44,Itahari,3,phoenixl957@company.com,Looking for experienced professional to join our team,28.9730310181,84.2570245533,0.0000653735
j1yz89udmg74rcjvsy,Consultant,Crown Industries,7,13,108,Kathmandu,1,oracleso976@outlook.com,Be part of innovative projects,26.062821106,81.0649838453,0.0000502043
9lky4l7zvvgm095v7w,Graphic Designer,Future Corp,4,4,112,Janakpur,2,diamondc65@gmail.com,Opportunity to make an impact,26.9904255213,87.7486554532,0.0000320120
susr8iz5pnpvovh5xh,Branch Manager,Unity Systems,6,7,89,Pokhara,0,emeralds375@outlook.com,Work with cutting-edge technology,28.9523039215,86.4704961798,0.0000301147
hh13xf3x7nygryiptl,Web Developer,Titan Corp,4,7,37,Janakpur,3,innovati861@company.com,Kursi ma basne paisa kamaunsfi,28.1948454365,84.0257935204,0.0000845144
fglx0gx3kltmmufc3w,Social Media Manager,Global Industries,9,10,37,Dharan,3,globalin779@outlook.com,Challenging role with great perks,28.2654924831,85.4496867348,0.0000454221
tttcfcw62ay4ahxcrv,Admin Officer,Zenith Group,10,5,34,Lalitpur,3,innovati283@yahoo.com,Work with cutting-edge technology,26.9147296572,84.8358503615,0.0000983753
cwuw5g2xk3504lgsjp,Teacher,Tech Solutions Pvt Ltd,8,9,51,Kathmandu,1,nexussol502@company.com,Be part of innovative projects,26.7996380182,82.8037708068,0.0000814723
20v30nwpninlz1ugnr,Training Coordinator,Apex Trading,3,13,70,Lalitpur,0,acesolut667@outlook.com,Looking for experienced professional to join our team,28.1772505496,81.7687562179,0.0000439486
uhtc5aegn6zle2z8ya,Social Media Manager,Vision Enterprises,6,8,135,Lalitpur,0,castlein784@gmail.com,Be part of innovative projects,27.7975913974,83.6087471038,0.0000710150
j57guuk6ddb9sp9a1m,Architect,Innovation Hub,8,15,34,Butwal,1,apextrad570@gmail.com,Work with talented professionals,28.793984511,83.8587752617,0.0000205482
puodt5963ow6ujfaws,Customer Service Representative,Mandala Corporation,7,9,122,Tulsipur,1,vertexco319@outlook.com,Join our fast-growing company,27.4664217968,86.1717266859,0.0000445985
3kw2ld7i2rhewb4tx1,Office Assistant,Ace Solutions,9,15,104,Janakpur,3,bridgeco245@yahoo.com,Challenging role with great perks,27.3869672682,84.8883024159,0.0000156773
c5bvranoda4dzy44u7,Database Administrator,Elite Consultancy,5,11,143,Bhaktapur,0,abcenter181@outlook.com,Be part of innovative projects,26.8862196246,84.9190606512,0.0000838742
7o3ni1impsyhimzz2w,Civil Engineer,Golden Enterprises,10,10,146,Dhangadhi,0,omegagro886@yahoo.com,Dynamic work environment with competitive benefits,26.9565684197,87.5966600937,0.0000853029
pxrkixcqil4ls5po42,HR Manager,Noble Ventures,1,12,122,Tulsipur,1,abcenter614@company.com,Join our fast-growing company,26.8683943112,87.1211597349,0.0000928181
4jcw961zy7mv3t1l8w,Doctor,Global Industries,10,9,40,Butwal,2,diamondc208@gmail.com,Be part of innovative projects,26.8477440343,81.5205989673,0.0000016230
10yuhu08urg17ykftn,Chief Financial Officer,Phoenix Ltd,4,2,130,Dharan,0,karmaind27@company.com,Join our fast-growing company,26.2435354733,82.7830184034,0.0000317212
9w2qcclgvnhw12ab24,Customer Service Representative,Quest Technologies,10,15,146,Kathmandu,3,globalin810@gmail.com,Excellent opportunity for career growth,28.7726463777,87.0765498875,0.0000762683
3uzou1l7z09eto0vgb,Chief Technology Officer,Jupiter Systems,6,6,5,Birgunj,3,omegagro83@yahoo.com,Join our fast-growing company,28.5413135742,84.689054876,0.0000110053
6kym6lzzhzdcnb8gey,Receptionist,Silver Solutions,1,8,108,Janakpur,0,innovati252@company.com,Excellent opportunity for career growth,28.6469985603,86.0668689915,0.0000960803
kbg508ynr9ut2t8y2e,HR Manager,Summit Enterprises,8,5,148,Butwal,0,stellarg489@company.com,Kursi ma basne paisa kamaunsfi,27.5506988247,81.5041077221,0.0000832509
9jia503up0g6bdh3wm,Mechanical Engineer,Nexus Solutions,1,2,67,Tulsipur,2,bridgeco747@yahoo.com,Be part of innovative projects,28.1926295153,87.1955209079,0.0000598798
7q937ff9eg9oo2yreo,Financial Analyst,Prime Services,5,14,38,Pokhara,0,innovati165@gmail.com,Work with cutting-edge technology,28.3541388804,84.8860581731,0.0000377161
a01ufy2qj1sael8efq,Electrical Engineer,Future Corp,8,2,133,Birgunj,2,questtec550@company.com,Work with talented professionals,27.9137831592,82.962819688,0.0000083358
3mct1p0ujg1cabvh6e,Marketing Manager,Noble Ventures,2,1,18,Bharatpur,0,innovati611@yahoo.com,Kursi ma basne paisa kamaunsfi,28.6306666942,83.8372951134,0.0000325951
7xc907u4q3tvezq4d4,Research Analyst,Horizon Ventures,2,13,124,Janakpur,2,stellarg22@outlook.com,Excellent opportunity for career growth,28.290514433,83.4888744337,0.0000160839
mmis4g17wlqgo7spo4,Teacher,Silver Solutions,10,11,129,Bhaktapur,1,wisdomte345@yahoo.com,Kursi ma basne paisa kamaunsfi,27.0837731593,83.4210715779,0.0000896059
0rx7bz2eavntx3l51p,Assistant Manager,Vertex Corporation,7,12,101,Janakpur,1,horizonv904@gmail.com,Excellent opportunity for career growth,27.7682071164,80.183069671,0.0000886832
8x4vjp4em5b1n78r5e,Business Analyst,Oracle Solutions,3,7,129,Janakpur,0,royalind437@gmail.com,Opportunity to make an impact,26.6438506507,85.0749802279,0.0000676610
5fjr365n8wpcyfwpjt,Assistant Manager,Wisdom Technologies,4,5,52,Lalitpur,3,omegagro696@gmail.com,Be part of innovative projects,27.791827836,84.0163981511,0.0000004933
cithxe059wm9xwa9xs,Senior Manager,Vertex Corporation,10,12,46,Nepalgunj,1,primeser409@company.com,Dynamic work environment with competitive benefits,26.7008859387,85.0085774759,0.0000992924
dpsscw7qqmu7j6vw4n,Graphic Designer,Digital Dynamics,3,11,5,Biratnagar,1,primeser773@gmail.com,Be part of innovative projects,28.4666128178,83.8369725599,0.0000726801
3yh0z0qrhu6dt4wxtq,Lecturer,Oracle Solutions,5,6,23,Kathmandu,0,castlein261@yahoo.com,Work with talented professionals,28.8509292293,83.847583005,0.0000437876
6ta7itmg2cz3y63ej7,Lecturer,Jupiter Systems,4,13,7,Butwal,2,metrotra770@yahoo.com,Join our fast-growing company,27.0349024382,84.1437117337,0.0000733967
te732sbsapsw3a09pc,Sales Executive,Nexus Solutions,9,0,58,Tulsipur,0,abcenter598@yahoo.com,Join our fast-growing company,27.9244450677,80.5927806477,0.0000781670
n614zyli8eigumqm53,Data Analyst,Karma Industries,4,11,21,Dhangadhi,0,skylinei44@outlook.com,Excellent opportunity for career growth,27.8319193787,83.1187288458,0.0000597702
naqfcm3jknqefe07zm,Receptionist,Castle Industries,8,6,143,Birgunj,2,futureco262@outlook.com,Dynamic work environment with competitive benefits,27.4286456833,83.0926299172,0.0000437385
cquaoapljofow7zsi7,Training Coordinator,Jupiter Systems,7,15,38,Pokhara,0,mandalac70@outlook.com,Be part of innovative projects,28.0966394041,81.6836384869,0.0000722890
ueji5ailunjfrs5yke,UI/UX Designer,Pacific Enterprises,10,9,150,Tulsipur,3,crownind312@company.com,Dynamic work environment with competitive benefits,28.8575316473,81.6592151707,0.0000364207
7a1xno2xnso5j7u3wc,Team Leader,Apex Trading,4,9,86,Kathmandu,1,alphasys339@yahoo.com,Work with cutting-edge technology,28.2311900459,84.3248371227,0.0000429101
